id,name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,review_url
tt0114369,Se7en,1995,R,2h 7min,Crime; Drama; Mystery; ,22 September 1995 (USA),8.6,1390231,1460,https://www.imdb.com/title/tt0114369/reviews/_ajax?ref_=undefined&paginationKey=
tt0482571,The Prestige,2006,PG-13,2h 10min,Drama; Mystery; Sci-Fi; ,20 October 2006 (USA),8.5,1144521,1394,https://www.imdb.com/title/tt0482571/reviews/_ajax?ref_=undefined&paginationKey=
tt0209144,Memento,2000,R,1h 53min,Mystery; Thriller; ,25 May 2001 (USA),8.4,1090298,2254,https://www.imdb.com/title/tt0209144/reviews/_ajax?ref_=undefined&paginationKey=
tt1130884,Shutter Island,2010,R,2h 18min,Mystery; Thriller; ,19 February 2010 (USA),8.1,1086350,1269,https://www.imdb.com/title/tt1130884/reviews/_ajax?ref_=undefined&paginationKey=
tt0114814,The Usual Suspects,1995,R,1h 46min,Crime; Mystery; Thriller; ,16 August 1995 (USA),8.5,961814,1355,https://www.imdb.com/title/tt0114814/reviews/_ajax?ref_=undefined&paginationKey=
tt0167404,The Sixth Sense,1999,PG-13,1h 47min,Drama; Mystery; Thriller; ,6 August 1999 (USA),8.1,888925,2223,https://www.imdb.com/title/tt0167404/reviews/_ajax?ref_=undefined&paginationKey=
tt2267998,Gone Girl,2014,R,2h 29min,Drama; Mystery; Thriller; ,3 October 2014 (USA),8.1,825450,1449,https://www.imdb.com/title/tt2267998/reviews/_ajax?ref_=undefined&paginationKey=
tt0246578,Donnie Darko,2001,R,1h 53min,Drama; Mystery; Sci-Fi; ,30 January 2002 (France),8.0,724912,2276,https://www.imdb.com/title/tt0246578/reviews/_ajax?ref_=undefined&paginationKey=
tt1951264,The Hunger Games: Catching Fire,2013,PG-13,2h 26min,Action; Adventure; Mystery; ,22 November 2013 (USA),7.5,600100,720,https://www.imdb.com/title/tt1951264/reviews/_ajax?ref_=undefined&paginationKey=
tt0440963,The Bourne Ultimatum,2007,PG-13,1h 55min,Action; Mystery; Thriller; ,3 August 2007 (USA),8.0,595435,882,https://www.imdb.com/title/tt0440963/reviews/_ajax?ref_=undefined&paginationKey=
tt0078788,Apocalypse Now,1979,R,2h 27min,Drama; Mystery; War; ,15 August 1979 (USA),8.4,585989,1183,https://www.imdb.com/title/tt0078788/reviews/_ajax?ref_=undefined&paginationKey=
tt1670345,Now You See Me,2013,PG-13,1h 55min,Crime; Mystery; Thriller; ,31 May 2013 (USA),7.3,581644,760,https://www.imdb.com/title/tt1670345/reviews/_ajax?ref_=undefined&paginationKey=
tt0054215,Psycho,1960,R,1h 49min,Horror; Mystery; Thriller; ,8 September 1960 (USA),8.5,580951,1263,https://www.imdb.com/title/tt0054215/reviews/_ajax?ref_=undefined&paginationKey=
tt1392214,Prisoners,2013,R,2h 33min,Crime; Drama; Mystery; ,20 September 2013 (USA),8.1,575040,901,https://www.imdb.com/title/tt1392214/reviews/_ajax?ref_=undefined&paginationKey=
tt0988045,Sherlock Holmes,2009,PG-13,2h 8min,Action; Adventure; Mystery; ,25 December 2009 (USA),7.6,571401,693,https://www.imdb.com/title/tt0988045/reviews/_ajax?ref_=undefined&paginationKey=
tt2543164,Arrival,2016,PG-13,1h 56min,Drama; Mystery; Sci-Fi; ,11 November 2016 (USA),7.9,569760,1861,https://www.imdb.com/title/tt2543164/reviews/_ajax?ref_=undefined&paginationKey=
tt0114746,12 Monkeys,1995,R,2h 9min,Mystery; Sci-Fi; Thriller; ,5 January 1996 (USA),8.0,565403,641,https://www.imdb.com/title/tt0114746/reviews/_ajax?ref_=undefined&paginationKey=
tt1446714,Prometheus,2012,R,2h 4min,Adventure; Mystery; Sci-Fi; ,8 June 2012 (USA),7.0,557990,2543,https://www.imdb.com/title/tt1446714/reviews/_ajax?ref_=undefined&paginationKey=
tt0119488,L.A. Confidential,1997,R,2h 18min,Crime; Drama; Mystery; ,19 September 1997 (USA),8.2,518387,710,https://www.imdb.com/title/tt0119488/reviews/_ajax?ref_=undefined&paginationKey=
tt0364569,Oldboy,2003,R,1h 41min,Action; Drama; Mystery; ,21 November 2003 (South Korea),8.4,496687,1000,https://www.imdb.com/title/tt0364569/reviews/_ajax?ref_=undefined&paginationKey=
tt0258463,The Bourne Identity,2002,PG-13,1h 59min,Action; Mystery; Thriller; ,14 June 2002 (USA),7.9,496180,912,https://www.imdb.com/title/tt0258463/reviews/_ajax?ref_=undefined&paginationKey=
tt0181689,Minority Report,2002,PG-13,2h 25min,Action; Crime; Mystery; ,21 June 2002 (USA),7.6,495547,1381,https://www.imdb.com/title/tt0181689/reviews/_ajax?ref_=undefined&paginationKey=
tt3460252,The Hateful Eight,2015,R,2h 48min,Crime; Drama; Mystery; ,30 December 2015 (USA),7.8,493754,1430,https://www.imdb.com/title/tt3460252/reviews/_ajax?ref_=undefined&paginationKey=
tt0409459,Watchmen,2009,R,2h 42min,Action; Drama; Mystery; ,6 March 2009 (USA),7.6,487717,1398,https://www.imdb.com/title/tt0409459/reviews/_ajax?ref_=undefined&paginationKey=
tt0945513,Source Code,2011,PG-13,1h 33min,Action; Drama; Mystery; ,1 April 2011 (USA),7.5,474236,635,https://www.imdb.com/title/tt0945513/reviews/_ajax?ref_=undefined&paginationKey=
tt5052448,Get Out,2017,R,1h 44min,Horror; Mystery; Thriller; ,24 February 2017 (USA),7.7,465577,1566,https://www.imdb.com/title/tt5052448/reviews/_ajax?ref_=undefined&paginationKey=
tt0470752,Ex Machina,2014,R,1h 48min,Drama; Mystery; Sci-Fi; ,24 April 2015 (USA),7.7,458187,884,https://www.imdb.com/title/tt0470752/reviews/_ajax?ref_=undefined&paginationKey=
tt0425112,Hot Fuzz,2007,R,2h 1min,Action; Comedy; Mystery; ,20 April 2007 (USA),7.8,450223,811,https://www.imdb.com/title/tt0425112/reviews/_ajax?ref_=undefined&paginationKey=
tt0443706,Zodiac,2007,R,2h 37min,Crime; Drama; Mystery; ,2 March 2007 (USA),7.7,436901,768,https://www.imdb.com/title/tt0443706/reviews/_ajax?ref_=undefined&paginationKey=
tt1856101,Blade Runner 2049,2017,R,2h 44min,Action; Drama; Mystery; ,6 October 2017 (USA),8.0,434995,2337,https://www.imdb.com/title/tt1856101/reviews/_ajax?ref_=undefined&paginationKey=
tt0047396,Rear Window,1954,PG,1h 52min,Mystery; Thriller; ,September 1954 (USA),8.4,428644,838,https://www.imdb.com/title/tt0047396/reviews/_ajax?ref_=undefined&paginationKey=
tt1457767,The Conjuring,2013,R,1h 52min,Horror; Mystery; Thriller; ,19 July 2013 (USA),7.5,427069,1054,https://www.imdb.com/title/tt1457767/reviews/_ajax?ref_=undefined&paginationKey=
tt0372183,The Bourne Supremacy,2004,PG-13,1h 48min,Action; Mystery; Thriller; ,23 July 2004 (USA),7.7,424855,847,https://www.imdb.com/title/tt0372183/reviews/_ajax?ref_=undefined&paginationKey=
tt1840309,Divergent,2014,PG-13,2h 19min,Action; Adventure; Mystery; ,21 March 2014 (USA),6.7,416400,797,https://www.imdb.com/title/tt1840309/reviews/_ajax?ref_=undefined&paginationKey=
tt1515091,Sherlock Holmes: A Game of Shadows,2011,PG-13,2h 9min,Action; Adventure; Mystery; ,16 December 2011 (USA),7.5,411748,446,https://www.imdb.com/title/tt1515091/reviews/_ajax?ref_=undefined&paginationKey=
tt0327056,Mystic River,2003,R,2h 18min,Crime; Drama; Mystery; ,15 October 2003 (USA),7.9,409000,1036,https://www.imdb.com/title/tt0327056/reviews/_ajax?ref_=undefined&paginationKey=
tt1568346,The Girl with the Dragon Tattoo,2011,R,2h 38min,Crime; Drama; Mystery; ,21 December 2011 (USA),7.8,408988,723,https://www.imdb.com/title/tt1568346/reviews/_ajax?ref_=undefined&paginationKey=
tt1790864,The Maze Runner,2014,PG-13,1h 53min,Action; Mystery; Sci-Fi; ,19 September 2014 (USA),6.8,406551,612,https://www.imdb.com/title/tt1790864/reviews/_ajax?ref_=undefined&paginationKey=
tt0382625,The Da Vinci Code,2006,PG-13,2h 29min,Mystery; Thriller; ,19 May 2006 (USA),6.6,390693,2019,https://www.imdb.com/title/tt0382625/reviews/_ajax?ref_=undefined&paginationKey=
tt0033467,Citizen Kane,1941,PG,1h 59min,Drama; Mystery; ,5 September 1941 (USA),8.3,386235,1440,https://www.imdb.com/title/tt0033467/reviews/_ajax?ref_=undefined&paginationKey=
tt0217869,Unbreakable,2000,PG-13,1h 46min,Drama; Mystery; Sci-Fi; ,22 November 2000 (USA),7.3,377965,1496,https://www.imdb.com/title/tt0217869/reviews/_ajax?ref_=undefined&paginationKey=
tt0387564,Saw,2004,R,1h 43min,Horror; Mystery; ,29 October 2004 (USA),7.6,369825,1612,https://www.imdb.com/title/tt0387564/reviews/_ajax?ref_=undefined&paginationKey=
tt0084787,The Thing,1982,R,1h 49min,Horror; Mystery; Sci-Fi; ,25 June 1982 (USA),8.1,356786,1095,https://www.imdb.com/title/tt0084787/reviews/_ajax?ref_=undefined&paginationKey=
tt0052357,Vertigo,1958,PG,2h 8min,Mystery; Romance; Thriller; ,22 May 1958 (UK),8.3,348553,848,https://www.imdb.com/title/tt0052357/reviews/_ajax?ref_=undefined&paginationKey=
tt0405094,The Lives of Others,2006,R,2h 17min,Drama; Mystery; Thriller; ,30 March 2007 (USA),8.4,346768,510,https://www.imdb.com/title/tt0405094/reviews/_ajax?ref_=undefined&paginationKey=
tt1371111,Cloud Atlas,2012,R,2h 52min,Action; Drama; Mystery; ,26 October 2012 (USA),7.4,338490,984,https://www.imdb.com/title/tt1371111/reviews/_ajax?ref_=undefined&paginationKey=
tt0119174,The Game,1997,R,2h 9min,Drama; Mystery; Thriller; ,12 September 1997 (USA),7.8,334123,631,https://www.imdb.com/title/tt0119174/reviews/_ajax?ref_=undefined&paginationKey=
tt1650062,Super 8,2011,PG-13,1h 52min,Mystery; Sci-Fi; Thriller; ,10 June 2011 (USA),7.0,332878,924,https://www.imdb.com/title/tt1650062/reviews/_ajax?ref_=undefined&paginationKey=
tt0286106,Signs,2002,PG-13,1h 46min,Drama; Mystery; Sci-Fi; ,2 August 2002 (USA),6.7,330229,2413,https://www.imdb.com/title/tt0286106/reviews/_ajax?ref_=undefined&paginationKey=
tt0454848,Inside Man,2006,R,2h 9min,Crime; Drama; Mystery; ,24 March 2006 (USA),7.6,329267,718,https://www.imdb.com/title/tt0454848/reviews/_ajax?ref_=undefined&paginationKey=
tt0230600,The Others,2001,PG-13,1h 44min,Horror; Mystery; Thriller; ,10 August 2001 (USA),7.6,328626,1147,https://www.imdb.com/title/tt0230600/reviews/_ajax?ref_=undefined&paginationKey=
tt1182345,Moon,2009,R,1h 37min,Drama; Mystery; Sci-Fi; ,10 July 2009 (USA),7.9,327607,620,https://www.imdb.com/title/tt1182345/reviews/_ajax?ref_=undefined&paginationKey=
tt0162661,Sleepy Hollow,1999,R,1h 45min,Fantasy; Horror; Mystery; ,19 November 1999 (USA),7.3,320863,1023,https://www.imdb.com/title/tt0162661/reviews/_ajax?ref_=undefined&paginationKey=
tt0118971,The Devil's Advocate,1997,R,2h 24min,Drama; Mystery; Thriller; ,17 October 1997 (USA),7.5,319323,473,https://www.imdb.com/title/tt0118971/reviews/_ajax?ref_=undefined&paginationKey=
tt0298130,The Ring,2002,PG-13,1h 55min,Horror; Mystery; ,18 October 2002 (USA),7.1,313252,1666,https://www.imdb.com/title/tt0298130/reviews/_ajax?ref_=undefined&paginationKey=
tt0166924,Mulholland Drive,2001,R,2h 27min,Drama; Mystery; Thriller; ,19 October 2001 (USA),8.0,309859,1922,https://www.imdb.com/title/tt0166924/reviews/_ajax?ref_=undefined&paginationKey=
tt0368891,National Treasure,2004,PG,2h 11min,Action; Adventure; Mystery; ,19 November 2004 (USA),6.9,297865,741,https://www.imdb.com/title/tt0368891/reviews/_ajax?ref_=undefined&paginationKey=
tt0425210,Lucky Number Slevin,2006,R,1h 50min,Crime; Drama; Mystery; ,7 April 2006 (USA),7.7,295883,548,https://www.imdb.com/title/tt0425210/reviews/_ajax?ref_=undefined&paginationKey=
tt0120663,Eyes Wide Shut,1999,R,2h 39min,Drama; Mystery; Thriller; ,16 July 1999 (USA),7.4,291877,1626,https://www.imdb.com/title/tt0120663/reviews/_ajax?ref_=undefined&paginationKey=
tt0944835,Salt,2010,PG-13,1h 40min,Action; Mystery; Thriller; ,23 July 2010 (USA),6.4,289816,580,https://www.imdb.com/title/tt0944835/reviews/_ajax?ref_=undefined&paginationKey=
tt0053125,North by Northwest,1959,Approved,2h 16min,Adventure; Mystery; Thriller; ,26 September 1959 (Japan),8.3,289249,602,https://www.imdb.com/title/tt0053125/reviews/_ajax?ref_=undefined&paginationKey=
tt0071315,Chinatown,1974,R,2h 10min,Drama; Mystery; Thriller; ,20 June 1974 (USA),8.2,284178,536,https://www.imdb.com/title/tt0071315/reviews/_ajax?ref_=undefined&paginationKey=
tt1179933,10 Cloverfield Lane,2016,PG-13,1h 43min,Drama; Horror; Mystery; ,11 March 2016 (USA),7.2,280920,752,https://www.imdb.com/title/tt1179933/reviews/_ajax?ref_=undefined&paginationKey=
tt0117571,Scream,1996,R,1h 51min,Horror; Mystery; ,20 December 1996 (USA),7.2,276756,969,https://www.imdb.com/title/tt0117571/reviews/_ajax?ref_=undefined&paginationKey=
tt1591095,Insidious,2010,PG-13,1h 43min,Horror; Mystery; Thriller; ,1 April 2011 (USA),6.8,269842,885,https://www.imdb.com/title/tt1591095/reviews/_ajax?ref_=undefined&paginationKey=
tt0278504,Insomnia,2002,R,1h 58min,Drama; Mystery; Thriller; ,24 May 2002 (USA),7.2,266499,686,https://www.imdb.com/title/tt0278504/reviews/_ajax?ref_=undefined&paginationKey=
tt0808151,Angels & Demons,2009,PG-13,2h 18min,Action; Mystery; Thriller; ,15 May 2009 (USA),6.7,266342,494,https://www.imdb.com/title/tt0808151/reviews/_ajax?ref_=undefined&paginationKey=
tt0450385,1408,2007,PG-13,1h 44min,Fantasy; Horror; Mystery; ,22 June 2007 (USA),6.8,250909,635,https://www.imdb.com/title/tt0450385/reviews/_ajax?ref_=undefined&paginationKey=
tt0118884,Contact,1997,PG,2h 30min,Drama; Mystery; Sci-Fi; ,11 July 1997 (USA),7.4,247426,698,https://www.imdb.com/title/tt0118884/reviews/_ajax?ref_=undefined&paginationKey=
tt2024469,Non-Stop,2014,PG-13,1h 46min,Action; Mystery; Thriller; ,28 February 2014 (USA),6.9,245364,449,https://www.imdb.com/title/tt2024469/reviews/_ajax?ref_=undefined&paginationKey=
tt0452623,Gone Baby Gone,2007,R,1h 54min,Crime; Drama; Mystery; ,19 October 2007 (USA),7.6,244160,563,https://www.imdb.com/title/tt0452623/reviews/_ajax?ref_=undefined&paginationKey=
tt1401152,Unknown,2011,PG-13,1h 53min,Action; Mystery; Thriller; ,18 February 2011 (USA),6.8,243861,385,https://www.imdb.com/title/tt1401152/reviews/_ajax?ref_=undefined&paginationKey=
tt0259711,Vanilla Sky,2001,R,2h 16min,Fantasy; Mystery; Romance; ,14 December 2001 (USA),6.9,243022,1293,https://www.imdb.com/title/tt0259711/reviews/_ajax?ref_=undefined&paginationKey=
tt0783233,Atonement,2007,R,2h 3min,Drama; Mystery; Romance; ,11 January 2008 (USA),7.8,241597,650,https://www.imdb.com/title/tt0783233/reviews/_ajax?ref_=undefined&paginationKey=
tt0368447,The Village,2004,PG-13,1h 48min,Drama; Mystery; Thriller; ,30 July 2004 (USA),6.5,237425,2060,https://www.imdb.com/title/tt0368447/reviews/_ajax?ref_=undefined&paginationKey=
tt0432348,Saw II,2005,R,1h 33min,Horror; Mystery; ,28 October 2005 (USA),6.6,227844,885,https://www.imdb.com/title/tt0432348/reviews/_ajax?ref_=undefined&paginationKey=
tt0185937,The Blair Witch Project,1999,R,1h 21min,Horror; Mystery; ,30 July 1999 (USA),6.5,226136,3515,https://www.imdb.com/title/tt0185937/reviews/_ajax?ref_=undefined&paginationKey=
tt0414993,The Fountain,2006,PG-13,1h 37min,Drama; Mystery; Romance; ,22 November 2006 (USA),7.2,224147,985,https://www.imdb.com/title/tt0414993/reviews/_ajax?ref_=undefined&paginationKey=
tt0309698,Identity,2003,R,1h 30min,Mystery; Thriller; ,25 April 2003 (USA),7.3,221013,772,https://www.imdb.com/title/tt0309698/reviews/_ajax?ref_=undefined&paginationKey=
tt0448011,Knowing,2009,PG-13,2h 1min,Action; Drama; Mystery; ,20 March 2009 (USA),6.2,216703,885,https://www.imdb.com/title/tt0448011/reviews/_ajax?ref_=undefined&paginationKey=
tt1179904,Paranormal Activity,2007,R,1h 26min,Horror; Mystery; Thriller; ,16 October 2009 (USA),6.3,216061,1262,https://www.imdb.com/title/tt1179904/reviews/_ajax?ref_=undefined&paginationKey=
tt0486822,Disturbia,2007,PG-13,1h 45min,Crime; Drama; Mystery; ,13 April 2007 (USA),6.8,215909,528,https://www.imdb.com/title/tt0486822/reviews/_ajax?ref_=undefined&paginationKey=
tt3065204,The Conjuring 2,2016,R,2h 14min,Horror; Mystery; Thriller; ,10 June 2016 (USA),7.3,215865,548,https://www.imdb.com/title/tt3065204/reviews/_ajax?ref_=undefined&paginationKey=
tt7784604,Hereditary,2018,R,2h 7min,Drama; Horror; Mystery; ,8 June 2018 (USA),7.3,214954,3086,https://www.imdb.com/title/tt7784604/reviews/_ajax?ref_=undefined&paginationKey=
tt0465234,National Treasure: Book of Secrets,2007,PG,2h 4min,Action; Adventure; Mystery; ,21 December 2007 (USA),6.5,214171,319,https://www.imdb.com/title/tt0465234/reviews/_ajax?ref_=undefined&paginationKey=
tt1922777,Sinister,2012,R,1h 50min,Horror; Mystery; Thriller; ,12 October 2012 (USA),6.8,212002,667,https://www.imdb.com/title/tt1922777/reviews/_ajax?ref_=undefined&paginationKey=
tt1132620,The Girl with the Dragon Tattoo,2009,R,2h 32min,Crime; Drama; Mystery; ,30 April 2010 (USA),7.8,205262,316,https://www.imdb.com/title/tt1132620/reviews/_ajax?ref_=undefined&paginationKey=
tt0123755,Cube,1997,R,1h 30min,Drama; Mystery; Sci-Fi; ,11 July 1998 (Netherlands),7.2,204760,819,https://www.imdb.com/title/tt0123755/reviews/_ajax?ref_=undefined&paginationKey=
tt6857112,Us,2019,R,1h 56min,Horror; Mystery; Thriller; ,22 March 2019 (USA),6.9,204739,3049,https://www.imdb.com/title/tt6857112/reviews/_ajax?ref_=undefined&paginationKey=
tt3235888,It Follows,2014,R,1h 40min,Horror; Mystery; Thriller; ,13 March 2015 (USA),6.8,201012,997,https://www.imdb.com/title/tt3235888/reviews/_ajax?ref_=undefined&paginationKey=
tt3402236,Murder on the Orient Express,2017,PG-13,1h 54min,Crime; Drama; Mystery; ,10 November 2017 (USA),6.5,200486,877,https://www.imdb.com/title/tt3402236/reviews/_ajax?ref_=undefined&paginationKey=
tt5362988,Wind River,2017,R,1h 47min,Crime; Drama; Mystery; ,18 August 2017 (USA),7.7,193037,609,https://www.imdb.com/title/tt5362988/reviews/_ajax?ref_=undefined&paginationKey=
tt0949731,The Happening,2008,R,1h 31min,Drama; Mystery; Sci-Fi; ,13 June 2008 (USA),5.0,192408,1379,https://www.imdb.com/title/tt0949731/reviews/_ajax?ref_=undefined&paginationKey=
tt0481369,The Number 23,2007,R,1h 38min,Crime; Mystery; Thriller; ,23 February 2007 (USA),6.4,190439,414,https://www.imdb.com/title/tt0481369/reviews/_ajax?ref_=undefined&paginationKey=
tt1305806,The Secret in Their Eyes,2009,R,2h 9min,Drama; Mystery; Romance; ,21 May 2010 (USA),8.2,186147,291,https://www.imdb.com/title/tt1305806/reviews/_ajax?ref_=undefined&paginationKey=
tt1148204,Orphan,2009,R,2h 3min,Horror; Mystery; Thriller; ,24 July 2009 (USA),6.9,186073,489,https://www.imdb.com/title/tt1148204/reviews/_ajax?ref_=undefined&paginationKey=
tt4263482,The Witch,2015,R,1h 32min,Drama; Horror; Mystery; ,19 February 2016 (USA),6.9,185878,982,https://www.imdb.com/title/tt4263482/reviews/_ajax?ref_=undefined&paginationKey=
tt0118929,Dark City,1998,R,1h 40min,Mystery; Sci-Fi; Thriller; ,27 February 1998 (USA),7.6,184177,679,https://www.imdb.com/title/tt0118929/reviews/_ajax?ref_=undefined&paginationKey=
tt1340800,Tinker Tailor Soldier Spy,2011,R,2h 2min,Drama; Mystery; Thriller; ,6 January 2012 (USA),7.1,182571,604,https://www.imdb.com/title/tt1340800/reviews/_ajax?ref_=undefined&paginationKey=
tt5109784,Mother!,2017,R,2h 1min,Drama; Horror; Mystery; ,15 September 2017 (USA),6.6,182167,2074,https://www.imdb.com/title/tt5109784/reviews/_ajax?ref_=undefined&paginationKey=
tt0118715,The Big Lebowski,1998,R,1h 57min,Comedy; Crime; Sport; ,6 March 1998 (USA),8.1,705947,1225,https://www.imdb.com/title/tt0118715/reviews/_ajax?ref_=undefined&paginationKey=
tt0405159,Million Dollar Baby,2004,PG-13,2h 12min,Drama; Sport; ,28 January 2005 (USA),8.1,618907,1219,https://www.imdb.com/title/tt0405159/reviews/_ajax?ref_=undefined&paginationKey=
tt0075148,Rocky,1976,PG,2h,Drama; Sport; ,3 December 1976 (USA),8.1,502752,694,https://www.imdb.com/title/tt0075148/reviews/_ajax?ref_=undefined&paginationKey=
tt1291584,Warrior,2011,PG-13,2h 20min,Action; Drama; Sport; ,9 September 2011 (USA),8.2,424797,676,https://www.imdb.com/title/tt1291584/reviews/_ajax?ref_=undefined&paginationKey=
tt1979320,Rush,2013,R,2h 3min,Biography; Drama; Sport; ,27 September 2013 (USA),8.1,419381,564,https://www.imdb.com/title/tt1979320/reviews/_ajax?ref_=undefined&paginationKey=
tt1210166,Moneyball,2011,PG-13,2h 13min,Biography; Drama; Sport; ,23 September 2011 (USA),7.6,350553,409,https://www.imdb.com/title/tt1210166/reviews/_ajax?ref_=undefined&paginationKey=
tt0964517,The Fighter,2010,R,1h 56min,Biography; Drama; Sport; ,17 December 2010 (USA),7.8,332122,443,https://www.imdb.com/title/tt0964517/reviews/_ajax?ref_=undefined&paginationKey=
tt0081398,Raging Bull,1980,R,2h 9min,Biography; Drama; Sport; ,19 December 1980 (USA),8.2,311228,583,https://www.imdb.com/title/tt0081398/reviews/_ajax?ref_=undefined&paginationKey=
tt1125849,The Wrestler,2008,R,1h 49min,Drama; Sport; ,30 January 2009 (USA),7.9,285261,588,https://www.imdb.com/title/tt1125849/reviews/_ajax?ref_=undefined&paginationKey=
tt0878804,The Blind Side,2009,PG-13,2h 9min,Biography; Drama; Sport; ,20 November 2009 (USA),7.6,283759,507,https://www.imdb.com/title/tt0878804/reviews/_ajax?ref_=undefined&paginationKey=
tt3076658,Creed,2015,PG-13,2h 13min,Drama; Sport; ,25 November 2015 (USA),7.6,240217,515,https://www.imdb.com/title/tt3076658/reviews/_ajax?ref_=undefined&paginationKey=
tt0364725,Dodgeball,2004,PG-13,1h 32min,Comedy; Sport; ,18 June 2004 (USA),6.7,224256,406,https://www.imdb.com/title/tt0364725/reviews/_ajax?ref_=undefined&paginationKey=
tt1798684,Southpaw,2015,R,2h 4min,Drama; Sport; ,24 July 2015 (USA),7.4,211731,343,https://www.imdb.com/title/tt1798684/reviews/_ajax?ref_=undefined&paginationKey=
tt0210945,Remember the Titans,2000,PG,1h 53min,Biography; Drama; Sport; ,29 September 2000 (USA),7.8,193013,452,https://www.imdb.com/title/tt0210945/reviews/_ajax?ref_=undefined&paginationKey=
tt0116483,Happy Gilmore,1996,PG-13,1h 32min,Comedy; Sport; ,16 February 1996 (USA),7.0,191082,320,https://www.imdb.com/title/tt0116483/reviews/_ajax?ref_=undefined&paginationKey=
tt0079817,Rocky II,1979,PG,1h 59min,Drama; Sport; ,15 June 1979 (USA),7.3,185752,218,https://www.imdb.com/title/tt0079817/reviews/_ajax?ref_=undefined&paginationKey=
tt0089927,Rocky IV,1985,PG,1h 31min,Drama; Sport; ,27 November 1985 (USA),6.9,181314,379,https://www.imdb.com/title/tt0089927/reviews/_ajax?ref_=undefined&paginationKey=
tt0084602,Rocky III,1982,PG,1h 39min,Drama; Sport; ,28 May 1982 (USA),6.8,168581,243,https://www.imdb.com/title/tt0084602/reviews/_ajax?ref_=undefined&paginationKey=
tt0415306,Talladega Nights: The Ballad of Ricky Bobby,2006,PG-13,1h 48min,Comedy; Sport; ,4 August 2006 (USA),6.6,163181,476,https://www.imdb.com/title/tt0415306/reviews/_ajax?ref_=undefined&paginationKey=
tt0398165,The Longest Yard,2005,PG-13,1h 53min,Comedy; Crime; Sport; ,27 May 2005 (USA),6.4,158464,336,https://www.imdb.com/title/tt0398165/reviews/_ajax?ref_=undefined&paginationKey=
tt0445934,Blades of Glory,2007,PG-13,1h 33min,Comedy; Sport; ,30 March 2007 (USA),6.3,154489,268,https://www.imdb.com/title/tt0445934/reviews/_ajax?ref_=undefined&paginationKey=
tt0120484,The Waterboy,1998,PG-13,1h 30min,Comedy; Sport; ,6 November 1998 (USA),6.1,145024,334,https://www.imdb.com/title/tt0120484/reviews/_ajax?ref_=undefined&paginationKey=
tt0454945,She's the Man,2006,PG-13,1h 45min,Comedy; Romance; Sport; ,17 March 2006 (USA),6.3,142831,292,https://www.imdb.com/title/tt0454945/reviews/_ajax?ref_=undefined&paginationKey=
tt1809398,Unbroken,2014,PG-13,2h 17min,Biography; Drama; Sport; ,25 December 2014 (USA),7.2,141389,429,https://www.imdb.com/title/tt1809398/reviews/_ajax?ref_=undefined&paginationKey=
tt0385002,Green Street Hooligans,2005,R,1h 49min,Crime; Drama; Sport; ,9 September 2005 (UK),7.5,139282,402,https://www.imdb.com/title/tt0385002/reviews/_ajax?ref_=undefined&paginationKey=
tt1100089,Foxcatcher,2014,R,2h 14min,Biography; Drama; Sport; ,16 January 2015 (USA),7.0,131688,335,https://www.imdb.com/title/tt1100089/reviews/_ajax?ref_=undefined&paginationKey=
tt0100507,Rocky V,1990,PG-13,1h 44min,Drama; Sport; ,16 November 1990 (USA),5.3,123555,305,https://www.imdb.com/title/tt0100507/reviews/_ajax?ref_=undefined&paginationKey=
tt0393162,Coach Carter,2005,PG-13,2h 16min,Biography; Drama; Sport; ,14 January 2005 (USA),7.3,122248,237,https://www.imdb.com/title/tt0393162/reviews/_ajax?ref_=undefined&paginationKey=
tt0146838,Any Given Sunday,1999,R,2h 42min,Drama; Sport; ,22 December 1999 (USA),6.9,110159,466,https://www.imdb.com/title/tt0146838/reviews/_ajax?ref_=undefined&paginationKey=
tt0080487,Caddyshack,1980,R,1h 38min,Comedy; Sport; ,25 July 1980 (USA),7.3,102192,285,https://www.imdb.com/title/tt0080487/reviews/_ajax?ref_=undefined&paginationKey=
tt6343314,Creed II,2018,PG-13,2h 10min,Drama; Sport; ,21 November 2018 (USA),7.1,97820,764,https://www.imdb.com/title/tt6343314/reviews/_ajax?ref_=undefined&paginationKey=
tt1023111,Never Back Down,2008,PG-13,1h 53min,Action; Drama; Sport; ,14 March 2008 (USA),6.6,94170,190,https://www.imdb.com/title/tt1023111/reviews/_ajax?ref_=undefined&paginationKey=
tt0248667,Ali,2001,R,2h 37min,Biography; Drama; Sport; ,25 December 2001 (USA),6.8,91667,391,https://www.imdb.com/title/tt0248667/reviews/_ajax?ref_=undefined&paginationKey=
tt0174856,The Hurricane,1999,R,2h 26min,Biography; Drama; Sport; ,14 January 2000 (USA),7.6,89663,280,https://www.imdb.com/title/tt0174856/reviews/_ajax?ref_=undefined&paginationKey=
tt0204946,Bring It On,2000,PG-13,1h 38min,Comedy; Romance; Sport; ,25 August 2000 (USA),6.0,84978,386,https://www.imdb.com/title/tt0204946/reviews/_ajax?ref_=undefined&paginationKey=
tt1648179,Here Comes the Boom,2012,PG,1h 45min,Action; Comedy; Sport; ,12 October 2012 (USA),6.4,84309,134,https://www.imdb.com/title/tt1648179/reviews/_ajax?ref_=undefined&paginationKey=
