,DR_NO,DATE OCC,TIME OCC,AREA,AREA NAME,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,LOCATION,LAT,LON
2077,200310106,2020-04-16,1600,3,Southwest,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),38,M,2500    4TH                          AV,34.0344,-118.3212
2078,202114356,2020-09-29,1730,21,Topanga,510,VEHICLE - STOLEN,0,nan,6500    INDEPENDENCE                 AV,34.1889,-118.5905
2079,201008883,2020-05-09,540,10,West Valley,626,INTIMATE PARTNER - SIMPLE ASSAULT,38,F,5700    CHICOPEE                     AV,34.1748,-118.5123
2080,200913781,2020-08-20,503,9,Van Nuys,753,DISCHARGE FIREARMS/SHOTS FIRED,0,X,14600    KITTRIDGE                    ST,34.1907,-118.4509
2081,200812870,2020-08-02,2300,8,West LA,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),22,F,1800    OVERLAND                     AV,34.0462,-118.4361
2082,201113281,2020-09-02,1800,11,Northeast,310,BURGLARY,37,F,3600    EFFIE                        ST,34.0924,-118.2752
2083,200407198,2020-03-22,430,4,Hollenbeck,626,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,300 N  EVERGREEN                    AV,34.0436,-118.2051
2084,200104316,2020-01-04,747,1,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,32,F,700 S  OLIVE                        ST,34.0467,-118.2556
2085,201518230,2020-11-17,900,15,N Hollywood,440,THEFT PLAIN - PETTY ($950 & UNDER),25,M,10800    MAGNOLIA                     BL,34.1649,-118.3665
2086,200815799,2020-10-28,730,8,West LA,354,THEFT OF IDENTITY,80,F,10700    LINDBROOK                    DR,34.0614,-118.4381
2087,202018006,2020-12-03,1800,20,Olympic,350,"THEFT, PERSON",23,M,3RD                          ST,34.0691,-118.2954
2088,201211062,2020-04-16,1900,12,77th Street,623,BATTERY POLICE (SIMPLE),0,X,7600 S  BROADWAY,33.9708,-118.2783
2089,200614026,2020-08-16,40,6,Hollywood,310,BURGLARY,0,X,7000    HOLLYWOOD                    BL,34.1015,-118.3425
2090,200512280,2020-07-24,1600,5,Harbor,626,INTIMATE PARTNER - SIMPLE ASSAULT,55,F,500 S  HARBOR                       BL,33.741,-118.2838
2091,200216646,2020-10-10,1200,2,Rampart,354,THEFT OF IDENTITY,31,M,700    GARLAND                      AV,34.0496,-118.2677
2092,201219692,2020-06-05,1800,12,77th Street,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,nan,82ND                         ST,33.9651,-118.2739
2093,200413464,2020-10-04,1745,4,Hollenbeck,626,INTIMATE PARTNER - SIMPLE ASSAULT,43,F,4800    HILLSDALE                    DR,34.0865,-118.1806
2094,200713539,2020-08-31,1000,7,Wilshire,440,THEFT PLAIN - PETTY ($950 & UNDER),64,M,MANSFIELD,34.0361,-118.3505
2095,200120973,2020-11-12,2100,1,Central,330,BURGLARY FROM VEHICLE,30,M,GRAND,34.0476,-118.2564
2096,201108111,2020-04-07,500,11,Northeast,624,BATTERY - SIMPLE ASSAULT,70,F,1300    HEPNER                       AV,34.1318,-118.1957
2097,201315254,2020-08-09,1830,13,Newton,626,INTIMATE PARTNER - SIMPLE ASSAULT,19,F,4000 S  CENTRAL                      AV,34.0114,-118.2624
2098,200608531,2020-03-30,1305,6,Hollywood,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,7200 W  SUNSET                       BL,34.1007,-118.3494
2099,201812631,2020-06-16,331,18,Southeast,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,M,11200    PARMELEE                     AV,33.9326,-118.2502
2100,201420929,2020-11-28,2100,14,Pacific,330,BURGLARY FROM VEHICLE,32,F,8200    ZITOLA                       TR,33.9589,-118.4418
2101,201501007,2020-10-09,2045,15,N Hollywood,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,F,12600    SOLVANG                      ST,34.2105,-118.4087
2102,200711738,2020-07-02,400,7,Wilshire,661,UNAUTHORIZED COMPUTER ACCESS,25,M,100 N  CLARK                        DR,34.0753,-118.3849
2103,200513966,2020-09-04,1430,5,Harbor,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,M,400 W  6TH                          ST,33.7388,-118.2869
2104,200119228,2020-10-11,2045,1,Central,310,BURGLARY,0,X,600 S  LOS ANGELES                  ST,34.0446,-118.2507
2105,200409389,2020-05-31,1800,4,Hollenbeck,761,BRANDISH WEAPON,25,F,2100    CITY VIEW                    AV,34.0515,-118.2073
2106,201513596,2020-08-06,2000,15,N Hollywood,903,CONTEMPT OF COURT,80,F,5300    WILKINSON                    AV,34.1667,-118.4042
2107,201418530,2020-10-10,442,14,Pacific,310,BURGLARY,24,M,7900    ALTAVAN                      AV,33.9663,-118.4212
2108,201713253,2020-09-14,1305,17,Devonshire,510,VEHICLE - STOLEN,0,nan,16700    LABRADOR                     ST,34.2493,-118.4965
2109,200107228,2020-02-15,2200,1,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),26,F,200 W  6TH                          ST,34.046,-118.2509
2110,200321313,2020-12-06,1530,3,Southwest,510,VEHICLE - STOLEN,0,nan,3900    STEVELY                      AV,34.0159,-118.3536
2111,200109910,2020-03-31,2240,1,Central,624,BATTERY - SIMPLE ASSAULT,60,M,500    WALL                         ST,34.0449,-118.2458
2112,200705720,2020-02-01,1400,7,Wilshire,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,M,500 S  FAIRFAX                      AV,34.0665,-118.3662
2113,200912278,2020-07-12,2230,9,Van Nuys,624,BATTERY - SIMPLE ASSAULT,30,F,7100    FIRMAMENT                    AV,34.1993,-118.4724
2114,200208642,2020-04-06,1,2,Rampart,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,nan,1700    CLINTON                      ST,34.0721,-118.262
2115,200709141,2020-05-11,950,7,Wilshire,440,THEFT PLAIN - PETTY ($950 & UNDER),48,M,7500    MELROSE                      AV,34.0837,-118.3532
2116,200605994,2020-02-10,900,6,Hollywood,440,THEFT PLAIN - PETTY ($950 & UNDER),31,F,1500 N  HARVARD                      BL,34.0981,-118.3044
2117,201716043,2020-12-05,600,17,Devonshire,330,BURGLARY FROM VEHICLE,44,M,11600    PORTER VALLEY                DR,34.2812,-118.5516
2118,202116223,2020-05-31,255,21,Topanga,330,BURGLARY FROM VEHICLE,42,F,6700    DE SOTO                      AV,34.1915,-118.5884
2119,201818296,2020-10-04,2200,18,Southeast,510,VEHICLE - STOLEN,0,nan,2300 E  108TH                        ST,33.9371,-118.2307
2120,200707378,2020-03-12,915,7,Wilshire,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",31,F,300    HAUSER                       BL,34.0699,-118.3511
2121,202100938,2020-11-26,500,21,Topanga,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,40,M,20400    SHERMAN                      WY,34.2011,-118.5794
2122,200715141,2020-10-20,1200,7,Wilshire,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,nan,4800 W  17TH                         ST,34.0449,-118.3411
2123,201105686,2020-02-07,1550,11,Northeast,440,THEFT PLAIN - PETTY ($950 & UNDER),0,M,2800    COLORADO                     BL,34.1428,-118.226
2124,201400766,2020-06-21,226,14,Pacific,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",48,M,8500    OSAGE                        AV,33.9604,-118.3788
2125,201421233,2020-12-05,1750,14,Pacific,626,INTIMATE PARTNER - SIMPLE ASSAULT,23,F,500    WORLD WAY,33.9427,-118.4052
2126,200407426,2020-03-30,1830,4,Hollenbeck,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,4600    HUNTINGTON DR,34.0881,-118.1877
2127,201904941,2020-01-22,1535,19,Mission,626,INTIMATE PARTNER - SIMPLE ASSAULT,23,M,WENTWORTH,34.2284,-118.4232
2128,201014312,2020-10-21,2000,10,West Valley,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",34,M,18500    SATICOY                      ST,34.2148,-118.5404
2129,202115878,2020-11-10,1300,21,Topanga,624,BATTERY - SIMPLE ASSAULT,25,M,DE SOTO,34.1884,-118.5884
2130,201408953,2020-03-23,230,14,Pacific,330,BURGLARY FROM VEHICLE,28,F,6900    KITTYHAWK                    AV,33.9754,-118.3722
2131,202010333,2020-05-13,1,20,Olympic,354,THEFT OF IDENTITY,27,F,600 S  BERENDO                      ST,34.0608,-118.2941
2132,200217634,2020-11-19,1840,2,Rampart,624,BATTERY - SIMPLE ASSAULT,52,F,2500 W  6TH                          ST,34.0617,-118.2795
2133,202010419,2020-05-08,1500,20,Olympic,330,BURGLARY FROM VEHICLE,53,M,W  1ST,34.0728,-118.2917
2134,201814035,2020-07-15,200,18,Southeast,510,VEHICLE - STOLEN,0,nan,16700 S  FIGUEROA                     ST,33.8795,-118.2825
2135,201212398,2020-05-06,1800,12,77th Street,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",32,M,5000 S  WESTERN                      AV,33.998,-118.3089
2136,200505875,2020-02-13,2030,5,Harbor,510,VEHICLE - STOLEN,0,nan,1000 S  PACIFIC                      AV,33.7352,-118.2879
2137,201311628,2020-05-26,1100,13,Newton,310,BURGLARY,65,M,4400    HOOPER                       AV,33.9994,-118.2543
2138,201411615,2020-05-29,2136,14,Pacific,330,BURGLARY FROM VEHICLE,41,F,600    MILWOOD                      AV,33.9909,-118.4646
2139,202017562,2020-11-23,530,20,Olympic,220,ATTEMPTED ROBBERY,52,M,3600 W  6TH                          ST,34.0636,-118.3016
2140,201708526,2020-04-26,1340,17,Devonshire,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),46,M,18700    NORDHOFF                     ST,34.2355,-118.5404
2141,201221820,2020-10-02,600,12,77th Street,624,BATTERY - SIMPLE ASSAULT,85,F,8800 S  HALLDALE                     AV,33.9574,-118.3025
2142,201917175,2020-11-20,2200,19,Mission,510,VEHICLE - STOLEN,0,nan,12900    SAN FERNANDO                 RD,34.3049,-118.4658
2143,201821470,2020-11-29,2030,18,Southeast,220,ATTEMPTED ROBBERY,70,F,800 E  87TH                         ST,33.9593,-118.2608
2144,200715653,2020-11-05,1600,7,Wilshire,510,VEHICLE - STOLEN,0,nan,WARING                       AV,34.0855,-118.3638
2145,202007827,2020-03-22,1820,20,Olympic,760,LEWD/LASCIVIOUS ACTS WITH CHILD,0,X,100 S  OXFORD                       AV,34.0737,-118.3079
2146,201109241,2020-05-08,1500,11,Northeast,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,nan,1500    SILVER LAKE                  BL,34.0867,-118.2701
2147,201713116,2020-09-11,130,17,Devonshire,310,BURGLARY,0,X,8500    RESEDA                       BL,34.2246,-118.5361
2148,202005893,2020-02-06,2000,20,Olympic,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",23,F,1200 S  WESTMORELAND                 AV,34.049,-118.2891
2149,201500883,2020-07-11,430,15,N Hollywood,946,OTHER MISCELLANEOUS CRIME,0,M,LANKERSHIM,34.1722,-118.3793
2150,200816363,2020-11-06,836,8,West LA,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",73,M,11600    MISSOURI                     AV,34.0391,-118.4506
2151,200815583,2020-10-22,1700,8,West LA,310,BURGLARY,32,M,1100    GLENVILLE                    DR,34.0557,-118.3928
2152,200709021,2020-05-06,1730,7,Wilshire,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,41,F,5400    WILSHIRE                     BL,34.0633,-118.3473
2153,200200671,2020-04-22,1030,2,Rampart,310,BURGLARY,64,M,1000 W  WASHINGTON                   BL,34.0396,-118.2833
2154,201711615,2020-07-07,1200,17,Devonshire,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",43,F,10000    LOUISE                       AV,34.2523,-118.5111
2155,201707807,2020-03-28,1255,17,Devonshire,310,BURGLARY,0,X,12000    BRADFORD                     PL,34.2891,-118.5037
2156,200106175,2020-01-31,830,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",49,F,500 S  SAN PEDRO                    ST,34.0442,-118.2439
2157,200617010,2020-10-01,1400,6,Hollywood,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",27,M,1600 N  GOWER                        ST,34.0998,-118.3223
2158,201013217,2020-09-12,1,10,West Valley,820,ORAL COPULATION,30,M,17100    COVELLO                      ST,34.2075,-118.5068
2159,200104594,2020-01-08,2145,1,Central,624,BATTERY - SIMPLE ASSAULT,20,M,600 S  FIGUEROA                     ST,34.0509,-118.2585
2160,200110052,2020-04-02,2000,1,Central,510,VEHICLE - STOLEN,0,nan,900    FIGUEROA                     TR,34.0663,-118.2441
2161,201311277,2020-05-23,1346,13,Newton,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,M,4900 S  SAN PEDRO                    ST,33.9985,-118.2696
2162,200517669,2020-12-07,1100,5,Harbor,510,VEHICLE - STOLEN,0,nan,1100    BROAD                        AV,33.7849,-118.2612
2163,201907628,2020-03-14,1530,19,Mission,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),66,M,14500    NORDHOFF                     ST,34.2354,-118.4481
2164,202011768,2020-07-05,1030,20,Olympic,624,BATTERY - SIMPLE ASSAULT,28,M,600 S  WESTERN                      AV,34.0568,-118.3091
2165,200510674,2020-06-15,1800,5,Harbor,510,VEHICLE - STOLEN,0,nan,FRIES,33.7799,-118.265
2166,201416833,2020-09-07,2200,14,Pacific,761,BRANDISH WEAPON,50,M,8600    LA TIJERA                    BL,33.9596,-118.3917
2167,201820205,2020-11-08,10,18,Southeast,510,VEHICLE - STOLEN,0,nan,14200 S  VERMONT                      AV,33.9026,-118.2916
2168,200916925,2020-11-06,700,9,Van Nuys,440,THEFT PLAIN - PETTY ($950 & UNDER),52,M,14800 W  VENTURA                      BL,34.154,-118.4674
2169,201908081,2020-03-25,1200,19,Mission,901,VIOLATION OF RESTRAINING ORDER,25,F,9100    WAKEFIELD                    AV,34.2354,-118.4481
2170,200321746,2020-11-24,1355,3,Southwest,354,THEFT OF IDENTITY,41,M,5300    CARLIN                       ST,34.0299,-118.3595
2171,201110606,2020-06-16,2002,11,Northeast,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),40,F,LEGION                       LN,34.121,-118.2685
2172,200116446,2020-08-12,1700,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),41,F,600 S  MAIN                         ST,34.0448,-118.2504
2173,200617231,2020-10-26,1900,6,Hollywood,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,62,M,5800 W  SUNSET                       BL,34.0981,-118.3158
2174,202005694,2020-02-03,900,20,Olympic,626,INTIMATE PARTNER - SIMPLE ASSAULT,29,F,1300 S  VERMONT                      AV,34.0468,-118.2916
2175,200716147,2020-11-19,1800,7,Wilshire,210,ROBBERY,34,F,FIRST                        ST,34.0726,-118.3279
2176,200807585,2020-03-18,1030,8,West LA,440,THEFT PLAIN - PETTY ($950 & UNDER),50,F,10900    WILSHIRE                     BL,34.0588,-118.4439
2177,200709741,2020-05-28,1453,7,Wilshire,624,BATTERY - SIMPLE ASSAULT,31,F,8400    MELROSE                      PL,34.0835,-118.3734
2178,200111101,2020-04-28,830,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",57,F,500 S  MAIN                         ST,34.0467,-118.2485
2179,201005417,2020-02-01,1,10,West Valley,354,THEFT OF IDENTITY,74,M,16700    SHERMAN                      WY,34.2077,-118.4912
2180,200215572,2020-07-27,1600,2,Rampart,850,INDECENT EXPOSURE,42,F,300    COLUMBIA                     AV,34.0572,-118.2658
2181,201319755,2020-11-09,712,13,Newton,310,BURGLARY,0,X,4400 S  ALAMEDA                      ST,33.9993,-118.2432
2182,200105054,2020-01-10,1700,1,Central,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),32,F,400 W  PICO                         BL,34.0389,-118.2643
2183,200319565,2020-10-29,1600,3,Southwest,624,BATTERY - SIMPLE ASSAULT,31,F,3600    11TH                         AV,34.0216,-118.3296
2184,200316589,2020-08-31,1245,3,Southwest,624,BATTERY - SIMPLE ASSAULT,19,F,1200    EXPOSITION                   BL,34.0184,-118.2952
2185,201811840,2020-05-28,1540,18,Southeast,626,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,10800    WEIGAND                      AV,33.937,-118.2302
2186,201913906,2020-08-28,1600,19,Mission,510,VEHICLE - STOLEN,0,nan,13200 W  LEACH                        ST,34.3102,-118.4213
2187,202117181,2020-12-18,230,21,Topanga,946,OTHER MISCELLANEOUS CRIME,63,M,DE SOTO,34.2199,-118.5885
2188,201418155,2020-10-03,30,14,Pacific,888,TRESPASSING,50,M,10000    NATIONAL                     BL,34.0291,-118.4036
2189,200708689,2020-04-27,1030,7,Wilshire,330,BURGLARY FROM VEHICLE,52,F,5600    WILSHIRE                     BL,34.0624,-118.3504
2190,201806085,2020-02-05,1525,18,Southeast,666,"BUNCO, ATTEMPT",25,F,100 E  94TH                         ST,33.9511,-118.2739
2191,201111404,2020-07-13,1630,11,Northeast,450,THEFT FROM PERSON - ATTEMPT,14,F,1100 N  VERMONT                      AV,34.0909,-118.2917
2192,200708936,2020-05-04,920,7,Wilshire,354,THEFT OF IDENTITY,35,F,700 N  HAYWORTH                     AV,34.0838,-118.3627
2193,201614562,2020-11-07,2200,16,Foothill,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23,F,12600    MONTFORD                     ST,34.2832,-118.4102
2194,201300868,2020-07-20,215,13,Newton,210,ROBBERY,0,M,CENTRAL                      AV,34.0075,-118.2565
2195,201505552,2020-02-01,1030,15,N Hollywood,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,43,F,3900    CARPENTER                    AV,34.1406,-118.3914
2196,202112208,2020-07-31,2030,21,Topanga,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,M,8500    FARRALONE                    AV,34.2248,-118.6111
2197,200711610,2020-07-13,1430,7,Wilshire,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",29,M,8500    BEVERLY                      BL,34.0761,-118.3772
2198,200619489,2020-12-21,300,6,Hollywood,761,BRANDISH WEAPON,51,M,5600    FERNWOOD                     AV,34.0958,-118.311
2199,200614630,2020-08-28,1500,6,Hollywood,888,TRESPASSING,82,F,6900    LOS TILOS                    RD,34.1091,-118.3431
2200,201213202,2020-05-20,2230,12,77th Street,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,45,M,1500 W  59TH                         ST,33.9876,-118.3024
2201,202007485,2020-03-13,2320,20,Olympic,626,INTIMATE PARTNER - SIMPLE ASSAULT,23,F,2800 W  15TH                         ST,34.0454,-118.308
2202,201316890,2020-09-12,545,13,Newton,510,VEHICLE - STOLEN,0,nan,600 E  ADAMS                        BL,34.0223,-118.2629
2203,201224533,2020-11-16,5,12,77th Street,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",53,M,FLORENCE                     AV,33.9746,-118.2892
2204,200412397,2020-08-21,800,4,Hollenbeck,440,THEFT PLAIN - PETTY ($950 & UNDER),46,M,3000    FOLSOM                       ST,34.0441,-118.1978
2205,201204978,2020-01-14,1730,12,77th Street,330,BURGLARY FROM VEHICLE,38,M,400 E  83RD                         ST,33.9638,-118.2673
2206,202004688,2020-01-15,2000,20,Olympic,330,BURGLARY FROM VEHICLE,31,M,900 S  OXFORD                       AV,34.0532,-118.3074
2207,202011537,2020-06-28,2000,20,Olympic,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,nan,900 S  NORMANDIE                    AV,34.0561,-118.302
2208,200506064,2020-02-18,1730,5,Harbor,624,BATTERY - SIMPLE ASSAULT,31,F,900    BANNING                      BL,33.7817,-118.2574
2209,200118974,2020-09-29,1340,1,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,22,M,100 W  1ST                          ST,34.0522,-118.2434
2210,201804032,2020-01-01,1250,18,Southeast,210,ROBBERY,50,M,CENTURY,33.9456,-118.2652
2211,202110119,2020-06-03,800,21,Topanga,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),39,M,20700    CLARK                        ST,34.169,-118.5826
2212,201113027,2020-08-28,2335,11,Northeast,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),58,F,1800    PARK                         DR,34.0812,-118.252
2213,201905114,2020-01-01,1200,19,Mission,354,THEFT OF IDENTITY,45,F,14900    SEPTO                        ST,34.2509,-118.4565
2214,200915605,2020-10-06,930,9,Van Nuys,354,THEFT OF IDENTITY,33,M,4700    WOODMAN                      AV,34.1603,-118.4399
2215,200809661,2020-05-18,1730,8,West LA,330,BURGLARY FROM VEHICLE,33,F,1600    BARRY                        AV,34.0432,-118.4541
2216,201913385,2020-08-16,1900,19,Mission,510,VEHICLE - STOLEN,0,nan,14000    LAKESIDE                     ST,34.3183,-118.4399
2217,200604700,2020-01-15,1,6,Hollywood,330,BURGLARY FROM VEHICLE,35,M,HAWTHORN                     AV,34.1004,-118.3433
2218,210204054,2020-12-31,1500,2,Rampart,510,VEHICLE - STOLEN,0,nan,100 N  WESTLAKE                     AV,34.066,-118.2688
2219,201516001,2020-10-06,2045,15,N Hollywood,903,CONTEMPT OF COURT,59,M,5800    TROOST                       AV,34.1758,-118.3866
2220,202012309,2020-07-19,1730,20,Olympic,626,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,3600    BEVERLY                      BL,34.0753,-118.287
2221,200305025,2020-01-18,1400,3,Southwest,510,VEHICLE - STOLEN,0,nan,600 W  VERNON                       AV,34.0074,-118.285
2222,200409165,2020-05-24,135,4,Hollenbeck,753,DISCHARGE FIREARMS/SHOTS FIRED,0,M,LINCOLN PARK                 AV,34.0787,-118.2028
2223,200908879,2020-02-05,800,9,Van Nuys,662,"BUNCO, GRAND THEFT",34,M,14400    HAMLIN                       ST,34.1887,-118.4465
2224,200613265,2020-07-29,730,6,Hollywood,510,VEHICLE - STOLEN,0,nan,5900    CHULA VISTA                  WY,34.1074,-118.3193
